AssociationCaCode,ScientificName,Provisional,ClassifLevel,DateAddedToMCV
52.211.04,Atriplex prostrata / Bolboschoenus maritimus,,Semi-natural Association,
52.211.05,Atriplex prostrata / Sesuvium verrucosum,,Semi-natural Association,
52.211.06,Cotula coronopifolia,,Semi-natural Association,
52.212.01,Arthrocnemum subterminale,Provisional,Association,
52.212.02,Arthrocnemum subterminale – Sarcocornia pacifica,,Association,
52.212.03,Arthrocnemum subterminale – Monanthochloe littoralis,,Association,
52.214.01,Anemopsis californica – Juncus arcticus var. mexicanus,,Association,
52.214.02,Anemopsis californica,Provisional,Association,09-Jan-17
52.214.03,"Solidago (confinis, spectabilis)",Provisional,Association,19-Jul-16
52.214.04,Helianthus nuttallii,Provisional,Association,19-Mar-19
52.215.01,Sarcocornia pacifica – Cuscuta salina – Spartina densiflora,,Association,
52.215.02,Sarcocornia pacifica – Distichlis spicata,,Association,
52.215.02,Sarcocornia pacifica – Distichlis spicata,,Association,
52.215.03,Sarcocornia pacifica – Jaumea carnosa – Distichlis spicata,,Association,
52.215.04,Sarcocornia pacifica Managed,,Association,
52.215.05,Sarcocornia pacifica Tidal,,Association,13-May-15
52.215.06,Sarcocornia pacifica – Atriplex prostrata,,Association,
52.215.07,Sarcocornia pacifica – Bolboschoenus maritimus,,Association,
52.215.09,Sarcocornia pacifica – Frankenia salina,,Association,
52.215.10,Sarcocornia pacifica – Grindelia stricta,,Association,
52.215.11,Sarcocornia pacifica – Jaumea carnosa,,Association,
52.215.12,Sarcocornia pacifica – Lepidium latifolium,,Association,
52.215.13,Sarcocornia pacifica – Spartina foliosa,,Association,
52.215.14,Sarcocornia pacifica / algae,,Association,
52.215.15,Sarcocornia pacifica – Brassica nigra,,Association,
52.215.16,Sarcocornia pacifica – Cotula coronopifolia,,Association,
52.215.17,Sarcocornia pacifica – Crypsis schoenoides,,Association,
52.215.18,Sarcocornia pacifica – Echinochloa crus-galli – Polygonum – Xanthium strumarium,,Association,
52.215.19,Sarcocornia pacifica / (Lolium perenne – Polypogon monspeliensis),,Association,
52.215.20,Sarcocornia pacifica – Sesuvium verrucosum,,Association,
52.215.21,Sarcocornia pacifica – Frankenia salina – Suaeda taxifolia,,Association,
52.215.22,Sarcocornia pacifica – Jaumea carnosa – Batis maritima,,Association,
52.215.23,Salicornia bigelovii,Provisional,Association,07-Nov-16
52.215.24,Triglochin maritima,Provisional,Association,01-Jun-22
52.215.25,Sarcocornia pacifica – Schoenoplectus americanus,Provisional,Association,06-Jul-22
52.230.01,Lotus unifoliolatus,,Association,28-Feb-17
52.240.01,Lotus scoparius,,Association,
52.500.01,Frankenia salina – Limonium californicum – Monanthochloe littoralis – Sarcocornia pacifica,,Association,
52.500.02,Frankenia salina,,Association,
52.500.03,Frankenia salina / Agrostis avenacea,,Association,
52.500.04,Frankenia salina – Distichlis spicata,,Association,
52.500.05,Lasthenia ferrisiae – Lasthenia conjugens,,Association,
52.500.06,Suaeda taxifolia – Hordeum murinum,,Association,
52.500.07,Frankenia salina – Atriplex californica,Provisional,Association,13-Dec-16
52.710.01,Zostera marina,,Association,16-Sep-20
61.111.02,Populus tremuloides,,Association,
61.111.03,Populus tremuloides / Veratrum californicum,,Association,
61.111.04,Populus tremuloides / upland,,Association,
61.111.05,Populus tremuloides / Symphyotrichum foliaceum,,Association,
61.111.06,Populus tremuloides / Artemisia tridentata,,Association,
61.111.07,Populus tremuloides / Artemisia tridentata / Monardella odoratissima – Kelloggia galioides,,Association,
61.111.08,Populus tremuloides / Monardella odoratissima,,Association,
61.111.09,Populus tremuloides / Pinus jeffreyi,,Association,
61.111.10,Populus tremuloides / Rosa woodsii,,Association,
61.111.11,Populus tremuloides – Pinus contorta / Artemisia tridentata / Poa pratensis,,Association,
61.111.14,Populus tremuloides / Prunus,,Association,
61.111.15,Populus tremuloides / Symphoricarpos albus,,Association,
61.111.16,Populus tremuloides / Symphoricarpos rotundifolius,,Association,
61.111.17,Populus tremuloides / mesic forb,,Association,
61.111.18,Populus tremuloides / dry graminoid,,Association,
61.111.19,Populus tremuloides / Bromus carinatus,,Association,
61.111.20,Populus tremuloides / Poa pratensis,,Association,
61.112.01,Salix eastwoodiae,,Association,
61.112.02,Salix eastwoodiae / Carex scopulorum,,Association,
61.112.03,Salix eastwoodiae / Deschampsia cespitosa,,Association,
61.113.01,Salix lemmonii,Provisional,Association,
61.113.02,Salix lemmonii / Carex spp.,,Association,
61.113.03,Salix lemmonii / mesic graminoid,,Association,
61.113.04,Salix lemmonii / mesic forb,,Association,
61.113.05,Salix lemmonii / fluvent,,Association,
61.113.06,Salix lemmonii / dry graminoid,,Association,
61.115.01,Salix orestera / Calamagrostis muiriana,,Association,
61.115.02,Salix orestera / Senecio triangularis,,Association,
61.115.03,Salix orestera / tall forb,,Association,
61.116.01,Salix petrophila,Provisional,Association,
61.116.02,Salix petrophila – Calamagrostis muiriana – Vaccinium cespitosum – Antennaria media,,Association,
61.116.03,Salix petrophila – Calamagrostis muiriana,,Association,
61.118.01,Salix jepsonii,,Association,
61.118.02,Salix jepsonii / Senecio triangularis,,Association,
61.118.03,Salix jepsonii – Paxistima myrsinites,,Association,
61.118.04,Salix jepsonii – Cornus sericea,,Association,
61.119.01,Salix planifolia,Provisional,Association,
61.119.02,Salix planifolia/Carex scopulorum,Provisional,Association,
61.120.01,Populus trichocarpa,,Association,
61.120.03,Populus trichocarpa – Pinus jeffreyi,,Association,
61.120.04,Populus trichocarpa / Artemisia tridentata ssp. vaseyana,,Association,
61.120.05,Populus trichocarpa / Symphoricarpos rotundifolius,,Association,
61.120.06,Populus spp. / Salix spp.,,Association,
61.120.07,Populus trichocarpa / Rhododendron occidentale,Provisional,Association,
61.120.08,Populus trichocarpa – Quercus agrifolia,,Association,
61.120.09,Populus trichocarpa – Salix laevigata,,Association,
61.120.10,Populus trichocarpa / Salix lasiolepis,,Association,
61.120.11,Populus trichocarpa – Salix lucida,,Association,
61.120.12,Populus trichocarpa – Alnus rubra / Rubus spectabilis,Provisional,Association,24-Feb-20
61.120.13,Populus trichocarpa / Cornus sericea / Carex obnupta,Provisional,Association,01-Mar-21
61.120.14,Populus trichocarpa – Alnus rubra,Provisional,Association,05-Aug-22
61.125.01,Populus trichocarpa / Alnus incana,,Association,10-Mar-26
61.130.06,Populus fremontii,,Association,
61.130.07,Populus fremontii / Acer negundo,,Association,
61.130.08,Populus fremontii / Acer negundo / Rubus armeniacus,,Association,
61.130.09,Populus fremontii / Artemisia douglasiana,,Association,
61.130.10,Populus fremontii / Galium aparine,,Association,
61.130.11,Populus fremontii / Rubus ursinus,,Association,
61.130.13,Populus fremontii / Vitis californica,,Association,
61.130.14,Populus fremontii – Salix gooddingii / Baccharis salicifolia,,Association,
61.130.15,Populus fremontii – Salix laevigata,,Association,
61.130.16,Populus fremontii / Baccharis salicifolia,,Association,
61.130.17,Populus fremontii / Salix exigua,,Association,
61.130.18,Populus fremontii – Juglans californica,,Association,
61.130.19,Populus fremontii – Prosopis spp.,Provisional,Association,
61.130.20,Populus fremontii – Quercus agrifolia,,Association,
61.130.21,Populus fremontii – Salix laevigata / Salix lasiolepis / Vitis girdiana,,Association,
61.130.22,Populus fremontii – Salix laevigata / Salix lasiolepis – Baccharis salicifolia,,Association,
61.130.23,Populus fremontii / Salix lasiolepis,,Association,
61.130.24,"Populus fremontii – Salix (laevigata, lasiolepis, lucida ssp. lasiandra)",,Association,
61.130.25,Populus fremontii – Salix lucida ssp. lasiandra,,Association,
61.130.26,Populus fremontii – Sambucus nigra,,Association,
61.130.28,Populus fremontii Great Valley,,Association,09-Nov-16
61.130.29,"Populus fremontii / Baccharis (emoryi, salicina)",,Association,14-Feb-17
61.130.30,Populus fremontii / Baccharis sergiloides,,Association,14-Feb-17
61.130.31,Populus fremontii – Fraxinus velutina,,Association,19-Mar-19
61.201.01,Salix lasiolepis,,Association,
61.201.02,Salix lasiolepis / Artemisia douglasiana,,Association,
61.201.03,Salix lasiolepis – Rubus spp.,,Association,
61.201.04,Salix lasiolepis – Salix lucida,,Association,
61.201.05,Salix lasiolepis – Baccharis pilularis – Rubus ursinus,,Association,
61.201.06,Salix lasiolepis – Baccharis salicifolia,,Association,
61.201.07,Salix lasiolepis – Malosma laurina,,Association,
61.201.08,Salix lasiolepis – Rosa californica,,Association,
61.201.09,Salix lasiolepis / Barren Ground,,Association,27-Jan-17
61.201.10,Salix lasiolepis / Rosa woodsii / Mixed Herbs,,Association,30-Jan-17
61.201.11,Salix lasiolepis – Morella californica,Provisional,Association,03-Apr-25
61.203.01,Salix hookeriana,,Association,
61.203.02,Salix hookeriana / Rubus ursinus,,Association,
61.203.03,Salix hookeriana – Morella californica,,Association,24-Jul-25
61.204.01,Salix lucida ssp. lasiandra / Urtica urens – Urtica dioica,,Association,
61.204.02,Salix lucida / Poa pratensis,,Association,
61.204.03,Salix lucida ssp. lasiandra,,Association,
61.204.04,Salix lucida ssp. lasiandra / Cornus sericea,,Association,
61.204.05,Salix lucida ssp. lasiandra / Equisetum arvense,,Association,
61.204.06,Salix lucida ssp. lasiandra / Trifolium longipes,,Association,
61.205.01,Salix laevigata,,Association,
61.205.02,Salix laevigata / Salix lasiolepis,,Association,
61.205.03,Salix laevigata – Salix lasiolepis / Artemisia douglasiana – Rubus ursinus,,Association,
61.205.04,Salix laevigata / Rosa californica,,Association,
61.205.05,Salix laevigata / (Cornus sericea – Ribes spp.) / Scirpus microcarpus – Carex spp.,Provisional,Association,
61.205.06,Salix laevigata / Salix lasiolepis / Artemisia douglasiana,,Association,
61.205.07,Salix laevigata – Salix lasiolepis / Baccharis salicifolia,,Association,
61.206.01,Salix sitchensis,Provisional,Association,06-Dec-16
61.209.01,Salix exigua,,Association,
61.209.02,Salix exigua – Arundo donax,,Association,
61.209.03,Salix exigua – Salix melanopsis,,Association,
61.209.04,Salix exigua / Baccharis sergiloides,,Association,
61.209.05,Salix exigua / Mesic graminoids,,Association,
61.209.06,Salix exigua – Brickellia californica,,Association,
61.209.07,Salix exigua – (Salix lasiolepis) – Rubus armeniacus,,Association,
61.210.01,Salix lutea / Mesic forb,,Association,
61.210.02,Salix lutea / Mesic graminoid,,Association,
61.210.03,Salix lutea / Poa pratensis,,Association,
61.210.04,Salix lutea / Rosa woodsii,,Association,
61.211.01,Salix gooddingii,,Association,
61.211.02,Salix gooddingii / Baccharis salicifolia,,Association,
61.211.03,Salix gooddingii / Lepidium latifolium,,Association,
61.211.04,Populus fremontii – Salix gooddingii,,Association,
61.211.05,Salix gooddingii – Salix laevigata,,Association,
61.211.06,Salix gooddingii – Quercus lobata / wetland herb,,Association,
61.211.07,Salix gooddingii / Rubus armeniacus,,Association,
61.211.08,Salix gooddingii – Salix lucida – Populus fremontii,,Association,
61.211.09,Salix gooddingii / Salix exigua,,Association,04-Jan-17
61.211.10,Salix gooddingii – Fraxinus latifolia,Provisional,Association,03-Jan-17
61.212.01,Salix geyeriana / grass,,Association,
61.212.02,Salix geyeriana / mesic graminoid,,Association,
61.213.01,Salix bebbiana / mesic forb,,Association,
61.215.01,Salix breweri / Muhlenbergia asperifolia,,Association,
61.215.02,Salix breweri,Provisional,Association,06-Dec-16
61.218.01,Salix lucida / Mesic graminoid,,Association,24-Sep-21
61.218.02,Salix lucida / Mesic forb,,Association,24-Sep-21
61.218.03,Salix drummondiana,Provisional,Association,15-Jan-25
61.218.04,Salix drummondiana / Mesic forb,Provisional,Association,15-Jan-25
61.310.02,Platanus racemosa – Aesculus californica,,Association,10-Mar-22
61.310.03,Juglans californica Riparian,Provisional,Association,21-Jul-25
61.310.04,Quercus agrifolia / Rhus trilobata Semi-Riparian,,Association,10-Sep-25
61.310.05,Umbellularia californica – (Quercus agrifolia) Riparian,,Association,10-Oct-25
61.311.01,Platanus racemosa / Avena barbata,,Association,
61.311.02,Platanus racemosa / Bromus hordeaceus,,Association,
61.311.03,Platanus racemosa / annual grass,,Association,
61.312.01,Platanus racemosa – Quercus agrifolia,,Association,
61.312.03,Platanus racemosa – Quercus agrifolia – Salix lasiolepis,,Association,
61.312.04,Platanus racemosa – Quercus agrifolia / Baccharis salicifolia / Artemisia douglasiana,,Association,
61.312.05,Platanus racemosa – Salix laevigata / Salix lasiolepis – Baccharis salicifolia,,Association,
61.312.06,Platanus racemosa – Quercus agrifolia – Populus fremontii – Salix laevigata,,Association,
61.312.07,Platanus racemosa – Salix laevigata,,Association,
61.312.08,Platanus racemosa – Quercus lobata,,Association,04-Jan-17
61.313.01,Platanus racemosa / Baccharis salicifolia,,Association,
61.313.02,Platanus racemosa / Toxicodendron diversilobum,,Association,
61.313.03,Platanus racemosa / Adenostoma fasciculatum,,Association,
61.314.01,Platanus racemosa – Populus fremontii,,Association,
61.314.02,Platanus racemosa – Populus fremontii / Salix lasiolepis – Salix exigua / Schoenoplectus americanus,,Association,
61.314.03,Platanus racemosa – Populus fremontii / Salix lasiolepis,,Association,
61.410.01,Alnus rubra – Pseudotsuga menziesii / Acer circinatum / Claytonia sibirica,,Association,
61.410.02,Alnus rubra / Gaultheria shallon,,Association,
61.410.05,Alnus rubra / Salix lasiolepis – Rubus spp.,,Association,
61.410.06,Alnus rubra / Rubus spectabilis – Sambucus racemosa,,Association,
61.410.07,Alnus rubra / Rubus spectabilis,,Association,
61.410.09,Alnus rubra / Rubus spp.,,Association,14-Dec-16
61.420.01,Alnus rhombifolia / Polypodium californicum,,Association,
61.420.02,Alnus rhombifolia / Aruncus dioicus,,Association,
61.420.03,Alnus rhombifolia – Acer macrophyllum,Provisional,Association,
61.420.04,Alnus rhombifolia – Pseudotsuga menziesii / Rubus armeniacus,,Association,
61.420.05,Alnus rhombifolia / Darmera peltata,,Association,
61.420.06,Alnus rhombifolia / Cornus sessilis,,Association,
61.420.07,Alnus rhombifolia / Cornus sericea,,Association,
61.420.08,Alnus rhombifolia / Galium triflorum,,Association,
61.420.09,Alnus rhombifolia / Baccharis salicifolia,,Association,
61.420.10,Alnus rhombifolia,,Association,
61.420.11,Alnus rhombifolia – Platanus racemosa,,Association,
61.420.12,Alnus rhombifolia – Platanus racemosa – Quercus chrysolepis,,Association,
61.420.13,Alnus rhombifolia – Salix laevigata,,Association,
61.420.15,Alnus rhombifolia – Platanus racemosa – Salix laevigata,,Association,
61.420.17,Alnus rhombifolia / Rhododendron occidentale,,Association,
61.420.18,Alnus rhombifolia / Salix exigua – (Rosa californica),,Association,
61.420.21,Alnus rhombifolia / Leucothoe davisiae,,Association,
61.420.22,Alnus rhombifolia – Quercus chrysolepis,,Association,
61.420.23,Alnus rhombifolia / Carex spp.,,Association,
61.420.24,Alnus rhombifolia / Carex (nudata),,Association,
61.420.26,Alnus rhombifolia / Galium triflorum – Stachys ajugoides,,Association,
61.420.27,Alnus rhombifolia / Pteridium aquilinum,,Association,
61.420.28,Alnus rhombifolia – Fraxinus latifolia,,Association,
61.420.29,Alnus rhombifolia – Pseudotsuga menziesii,Provisional,Association,
61.420.30,Alnus rhombifolia – Pseudotsuga menziesii / Darmera peltata,Provisional,Association,
61.420.31,Alnus rhombifolia – Pseudotsuga menziesii – Calocedrus decurrens,,Association,
61.420.32,Alnus rhombifolia – Umbellularia californica – (Quercus chrysolepis),,Association,10-Sep-20
61.420.33,Alnus rhombifolia / Salix sitchensis,,Association,16-Apr-25
61.420.34,Alnus rhombifolia / (Salix lasiolepis – Rubus spp.),,Association,10-Sep-25
61.420.35,Alnus rhombifolia – Pinus ponderosa,Provisional,Association,26-Feb-26
61.430.01,Acer glabrum drainage bottom,Provisional,Association,14-Feb-17
61.430.02,Acer glabrum Avalanche Chute,Provisional,Association,13-Mar-17
61.440.01,Acer negundo – Salix gooddingii,,Association,
61.440.02,Acer negundo / (Rubus ursinus),,Association,
61.450.01,Acer macrophyllum / (Rubus ursinus),,Association,
61.450.02,Acer macrophyllum – Pseudotsuga menziesii / Adenocaulon bicolor,,Association,
61.450.03,Acer macrophyllum – Pseudotsuga menziesii / Dryopteris arguta,,Association,
61.450.04,Acer macrophyllum – Pseudotsuga menziesii / Corylus cornuta,,Association,
61.450.05,Acer macrophyllum – Pseudotsuga menziesii / Philadelphus lewisii,,Association,
61.450.06,Acer macrophyllum – Pseudotsuga menziesii / Polystichum munitum,,Association,
61.512.01,Prosopis glandulosa var. torreyana,,Association,
61.512.02,Prosopis glandulosa – Sambucus nigra,,Association,
61.512.03,Prosopis glandulosa / Atriplex spp. (alkaline),,Association,
61.512.04,Prosopis glandulosa / Atriplex canescens,,Association,
61.512.05,Prosopis glandulosa / Bebbia juncea – Petalonyx thurberi (wash),,Association,
61.512.06,Prosopis glandulosa / Pluchea sericea,,Association,
61.512.07,Prosopis glandulosa / Rhus ovata (upper desert spring),,Association,
61.512.08,Prosopis glandulosa / Suaeda moquinii,,Association,
61.512.09,Prosopis glandulosa – (Salix exigua – Salix lasiolepis),,Association,
61.513.01,Prosopis / Atriplex spp. (alkaline),,Association,
61.513.02,Prosopis pubescens / Pluchea sericea Alkaline Spring,,Association,
61.513.03,Prosopis / Bebbia juncea – Petalonyx thurberi (wash),,Association,
61.514.01,Prosopis pubescens / Baccharis sergiloides,,Association,27-Jan-17
61.514.02,Prosopis glandulosa / (Atriplex spp. – Suaeda moquinii),,Association,01-Feb-17
61.520.03,Washingtonia filifera / spring (Atriplex – Baccharis – Pluchea),,Association,
61.520.04,Washingtonia filifera – Platanus racemosa / Salix spp.,,Association,
61.545.01,Olneya tesota,,Association,
61.545.02,Olneya tesota – Psorothamnus schottii,,Association,
61.545.03,Olneya tesota / Larrea tridentata – Encelia farinosa,,Association,
61.545.04,Olneya tesota / Hyptis emoryi,,Association,
61.545.05,Parkinsonia florida,,Association,
61.545.06,Parkinsonia florida – Senegalia greggii – Encelia frutescens,,Association,
61.545.07,Parkinsonia florida / Chilopsis linearis,,Association,
61.545.08,Parkinsonia florida / Hyptis emoryi,,Association,
61.545.09,Parkinsonia florida / Larrea tridentata – Peucephyllum schottii,,Association,
61.545.10,Parkinsonia florida – Olneya tesota,,Association,
61.545.11,Parkinsonia florida – Olneya tesota / Hyptis emoryi,,Association,
61.545.12,Parkinsonia florida – Olneya tesota / Cylindropuntia munzii,,Association,
61.550.01,Chilopsis linearis,,Association,
61.550.02,Chilopsis linearis / Ambrosia salsola,,Association,
61.550.03,Chilopsis linearis / Prunus fasciculata – Ambrosia salsola,,Association,
61.550.04,Chilopsis linearis / Prunus fasciculata,,Association,
61.550.05,Chilopsis linearis / (Ambrosia eriocentra – Salvia dorrii),,Association,
61.550.06,Chilopsis linearis / Viguiera parishii,,Association,
61.550.07,Chilopsis linearis / Ericameria paniculata,,Association,
61.550.08,Chilopsis linearis / Atriplex polycarpa,,Association,
61.565.01,Celtis laevigata var. reticulata,Provisional,Association,24-Jan-17
61.570.01,Psorothamnus spinosus,,Association,
61.570.02,Psorothamnus spinosus / Ambrosia salsola – (Bebbia juncea –  Ephedra californica),,Association,
61.570.03,Psorothamnus spinosus / Ephedra californica – Ambrosia salsola,,Association,
61.570.04,Psorothamnus spinosus /Senegalia greggii – (Hyptis emoryi),,Association,
61.570.06,Psorothamnus spinosus – Acacia greggii – Chrysothamnus spp.,,Association,
61.580.01,Forestiera pubescens,Provisional,Association,
61.580.02,Forestiera pubescens – Sambucus nigra,,Association,
61.580.03,Sambucus nigra Riparian,,Association,24-Oct-24
61.590.01,Psorothamnus polydenius var. polydenius / Achnatherum hymenoides,,Association,13-Dec-16
61.590.03,Psorothamnus polydenius – (Psorothamnus arborescens),,Association,05-Feb-19
61.590.04,Psorothamnus arborescens,Provisional,Association,19-Mar-19
61.590.05,Psorothamnus arborescens – Atriplex confertifolia – Tetradymia spp.,,Association,19-Mar-19
61.590.06,Sarcobatus baileyi,Provisional,Association,19-Mar-19
61.810.01,Juglans hindsii / Sambucus nigra,Provisional,Association,
61.810.02,Juglans hindsii,,Association,04-Jan-17
61.960.01,Fraxinus latifolia / Toxicodendron diversilobum,,Association,
61.960.02,Fraxinus latifolia – Alnus rhombifolia,,Association,
61.960.03,Fraxinus latifolia / Cornus sericea,,Association,
61.960.04,Fraxinus latifolia,,Association,
61.960.05,Fraxinus latifolia – Salix laevigata,,Association,03-Sep-20
62.100.01,Picea sitchensis / Rubus spectabilis / Carex obnupta – Lysichiton americanus,,Association,12-Nov-25
63.160.02,Salix eastwoodiae / Senecio triangularis,,Association,
63.160.03,Salix orestera / Allium validum,,Association,
63.210.01,Alnus incana,,Association,
63.210.02,Alnus incana / Glyceria elata,,Association,
63.210.03,Alnus incana / bench,,Association,
63.210.04,Alnus incana – Cornus sericea,,Association,11-Mar-26
63.210.05,Alnus incana / Darmera peltata,,Association,11-Mar-26
63.300.01,Cephalanthus occidentalis,,Association,
63.311.01,Frangula californica ssp. californica,Provisional,Association,04-Mar-21
63.311.02,Rhododendron occidentale – Frangula californica ssp. tomentella,,Association,13-Feb-20
63.312.01,Calycanthus occidentalis,Provisional,Association,30-Nov-22
63.320.01,Rosa woodsii,,Association,19-Mar-19
63.410.01,Sambucus nigra,,Association,
63.410.02,Sambucus nigra / Leymus condensatus,,Association,
63.410.03,Sambucus nigra – Heteromeles arbutifolia,,Association,
63.425.01,Rhododendron columbianum,,Association,
63.425.02,Rhododendron columbianum – Kalmia microphylla / Pinus contorta,,Association,
63.425.03,Rhododendron columbianum – Gaultheria shallon / Carex obnupta,,Association,31-Mar-20
63.430.01,Vitis californica,,Association,12-Dec-16
63.430.02,Vitis girdiana,,Association,31-Jan-17
63.510.01,Baccharis salicifolia,,Association,
63.510.02,Baccharis salicifolia – Lepidospartum squamatum – Hazardia squarrosa,,Association,
63.510.03,Baccharis salicifolia – Sambucus nigra,,Association,
63.510.04,Baccharis salicifolia / Stachys albens,,Association,
63.510.05,Baccharis salicifolia – Arundo donax,,Association,
63.510.06,Baccharis salicifolia – Pluchea sericea,,Association,
63.510.07,Baccharis salicifolia – Tamarix ramosissima,,Association,
63.520.01,Baccharis emoryi,Provisional,Association,10-Jan-18
63.530.01,Baccharis sergiloides – Prunus fasciculata,,Association,
63.530.02,Baccharis sergiloides – Prunus fasciculata – Rhus trilobata,,Association,
63.530.03,Baccharis sergiloides / (Muhlenbergia rigens – Typha domingensis),,Association,
63.550.01,Baccharis sergiloides,,Association,30-Jan-17
63.610.01,Betula occidentalis / Salix spp.,,Association,
63.610.02,Betula occidentalis / Mesic graminoids,,Association,18-Mar-19
63.710.01,Pluchea sericea Seasonally Flooded,,Association,
63.710.02,Pluchea sericea – Allenrolfea occidentalis,Provisional,Association,
63.710.03,Pluchea sericea – Atriplex canescens,Provisional,Association,
63.810.01,Tamarix spp.,,Semi-natural Association,10-Nov-16
63.901.01,Gaultheria shallon – Rubus spectabilis – Rubus parviflorus,,Association,
63.901.02,Rubus parviflorus – Rubus spectabilis – Rubus ursinus,,Association,
63.901.03,Rubus parviflorus,,Association,
63.901.04,Rubus spectabilis,,Association,
63.901.05,Rubus ursinus,,Association,
63.901.06,Ribes aureum,Provisional,Association,09-Jan-17
63.906.01,Rubus armeniacus,,Semi-natural Association,
63.906.02,Rubus armeniacus – Rubus ursinus,,Semi-natural Association,
63.906.03,Ficus carica,,Semi-natural Association,21-Jul-16
63.906.04,Sesbania punicea,Provisional,Semi-natural Association,19-Sep-17
63.907.01,Rosa californica – Baccharis pilularis,,Association,
63.907.02,Rosa californica,,Association,
63.907.03,Rosa californica / Schoenoplectus spp.,,Association,
63.909.01,Gaultheria shallon – Vaccinium ovatum / Pteridium aquilinum,,Association,12-Dec-16
63.909.02,Frangula purshiana,,Association,25-Jul-25
63.909.03,Empetrum nigrum – Gaultheria shallon,,Association,25-Jul-25
63.909.04,Rubus ursinus / Calystegia soldanella – (Poa macrantha),,Association,05-Nov-25
63.909.05,Rubus ursinus / Danthonia californica – Holcus lanatus,,Association,05-Nov-25
63.909.06,Rubus ursinus / Heracleum maximum – Marah spp.,,Association,05-Nov-25
63.910.01,Morella californica – Rubus spp.,,Association,12-Dec-16
63.910.02,Sambucus racemosa – (Rubus ursinus),Provisional,Association,13-Feb-20
63.910.03,Lonicera involucrata var. ledebourii,,Association,08-Oct-25
63.910.04,Morella californica – Rubus ursinus – Baccharis pilularis,,Association,08-Oct-25
63.910.05,Morella californica – Rubus spectabilis / Carex obnupta,,Association,08-Oct-25
63.910.06,Morella californica — Rhododendron columbianum,,Association,12-Nov-25
71.010.01,Quercus kelloggii – Quercus chrysolepis / Toxicodendron diversilobum,,Association,
71.010.02,Quercus kelloggii – Quercus agrifolia – pine / Holodiscus discolor,,Association,
71.010.03,Quercus kelloggii / Ceanothus integerrimus,,Association,
71.010.04,Quercus kelloggii / Ceanothus integerrimus – Toxicodendron diversilobum / Pteridium aquilinum,,Association,
71.010.05,Quercus kelloggii / Triteleia spp.,,Association,
71.010.06,Quercus kelloggii / Arctostaphylos patula,,Association,
71.010.08,Quercus kelloggii / Toxicodendron diversilobum,,Association,
71.010.10,Quercus kelloggii / Toxicodendron diversilobum – Styrax redivivus / Triteleia laxa,,Association,
71.010.11,Quercus kelloggii – Quercus lobata / grass,,Association,
71.010.12,Quercus kelloggii – Quercus chrysolepis,,Association,
71.010.16,Quercus kelloggii – Pseudotsuga menziesii – Acer macrophyllum,,Association,
71.010.17,Quercus kelloggii – Pseudotsuga menziesii,,Association,
71.010.18,Quercus kelloggii,,Association,
71.010.20,Quercus kelloggii / Arctostaphylos mewukka / Chamaebatia foliolosa,,Association,
71.010.21,Quercus kelloggii – Calocedrus decurrens,Provisional,Association,
71.010.22,Quercus kelloggii – Arbutus menziesii – Quercus agrifolia,,Association,
71.010.24,Quercus kelloggii / Arctostaphylos viscida,,Association,
71.010.25,Quercus kelloggii / Toxicodendron diversilobum / grass,,Association,
71.010.26,Quercus kelloggii – Pinus ponderosa,,Association,
71.010.27,Quercus kelloggii – Pinus ponderosa / Arctostaphylos viscida,,Association,
71.010.28,Quercus kelloggii – Pinus ponderosa / Ceanothus integerrimus,,Association,
71.010.29,Quercus kelloggii – Pseudotsuga menziesii – Umbellularia californica,,Association,
71.010.30,Quercus kelloggii / grass – herb,,Association,
71.010.31,Quercus kelloggii / Heteromeles arbutifolia – Toxicodendron diversilobum,,Association,
71.010.32,Quercus kelloggii – Pinus coulteri,,Association,
71.010.33,Quercus kelloggii – Pinus coulteri / Arctostaphylos glandulosa,,Association,
71.010.34,Quercus kelloggii – Pinus coulteri / Arctostaphylos pringlei,,Association,
71.010.35,Quercus kelloggii – Pinus sabiniana / Styrax redivivus – Toxicodendron diversilobum,,Association,
71.010.36,Quercus kelloggii / Ribes roezlii,Provisional,Association,11-Sep-20
71.020.01,Quercus douglasii – Quercus agrifolia,,Association,
71.020.02,Quercus douglasii – Pinus sabiniana / Grass,,Association,
71.020.03,Quercus douglasii – Pinus sabiniana / Ceanothus cuneatus – Cercocarpus montanus,,Association,
71.020.04,Quercus douglasii – Pinus sabiniana / Arctostaphylos viscida,,Association,
71.020.05,Quercus douglasii / Mixed herbaceous,,Association,
71.020.06,Quercus douglasii – Quercus wislizeni,,Association,
71.020.07,Quercus douglasii – Quercus wislizeni / Ceanothus cuneatus,,Association,
71.020.08,Quercus douglasii / Ericameria linearifolia,,Association,
71.020.09,Quercus douglasii / understory oak,,Association,
71.020.11,Quercus douglasii – Quercus lobata,,Association,
71.020.12,Quercus douglasii / Ceanothus cuneatus,,Association,
71.020.14,Quercus douglasii / Cercocarpus montanus / Bowlesia incana – Lithophragma affine,,Association,
71.020.15,Quercus douglasii / Ribes californicum / Bromus diandrus,,Association,
71.020.16,Quercus douglasii / Bromus spp. – (Daucus pusillus),,Association,
71.020.17,Quercus douglasii – Quercus wislizeni / Bromus spp. – Daucus pusillus,,Association,
71.020.18,Quercus douglasii – Quercus wislizeni – Pinus sabiniana,,Association,
