CaCode,ScientificName,ClassifLevel,2009/NVC_Code,ELCODE,Inactivated,ELCODE_Final
52.126.01,Ceratophyllum demersum Western,Association,CEGL004017,CEGL004017,FALSE,CEGL004017
33.265.01,Peucephyllum schottii – Pleurocoronis pluriseta – Eucnide urens,Association,CEGL005770,CEGL005770,FALSE,CEGL005770
32.044.08,Isocoma menziesii  / (Astragalus miguelensis – Atriplex californica),Association,CEPP005670,CEPP005670,FALSE,CEPP005670
32.051.01,Encelia californica – Eriogonum arborescens,Association,CEPP005718,CEPP005718,FALSE,CEPP005718
32.082.02,Diplacus parviflorus,Association,,CEPP005723,FALSE,CEPP005723
32.060.30,Baccharis pilularis – (Frangula californica) – Rubus spp.,Association,CEGL003191,CEGL003191,FALSE,CEGL003191
87.240.02,Pinus muricata / Arctostaphylos spp.,Association,CEPP005724,CEPP005724,FALSE,CEPP005724
33.285.02,Ephedra viridis,Association,CEPP006703,CEPP006703,FALSE,CEPP006703
35.310.03,Ericameria nauseosa,Association,CEGL002713,CEGL002713,FALSE,CEGL002713
41.131.01,Bromus carinatus,Association,CEPP005711,CEPP005711,FALSE,CEPP005711
45.184.04,"Carex (pansa, praegracilis)",Association,,CEPP005713,TRUE,CEPP005713
32.150.03,Cylindropuntia prolifera – Mixed Coastal Scrub,Association,CEGL003710,CEGL003710,FALSE,CEGL003710
37.416.04,Quercus pacifica / grass,Association,CEPP005731,CEPP005731,FALSE,CEPP005731
37.803.06,Rhus integrifolia – Artemisia californica,Association,CEPP005732,CEPP005732,FALSE,CEPP005732
32.046.01,Hecastocleis shockleyi,Association,CEGL005467,CEGL005467,FALSE,CEGL005467
41.140.01,Nassella cernua,Association,,CEGL003121,FALSE,CEGL003121
52.124.01,Nuphar lutea ssp. polysepala,Association,CEGL002001,CEGL002001,FALSE,CEGL002001
52.125.01,Brasenia schreberi Western,Association,CEGL005200,CEGL005200,FALSE,CEGL005200
87.140.03,"Pinus longaeva / (Ericameria discoidea, Ribes spp.)",Association,CEGL005447,CEGL005447,FALSE,CEGL005447
41.195.01,Andropogon glomeratus – Schoenus nigricans,Association,CEGL005466,CEGL005466,FALSE,CEGL005466
61.201.09,Salix lasiolepis / Barren Ground,Association,CEGL001216,CEGL001216,FALSE,CEGL001216
61.514.01,Prosopis pubescens / Baccharis sergiloides,Association,CEPP006738,CEPP006738,FALSE,CEPP006738
79.300.02,Washingtonia filifera / spring (non-native),Semi-natural Association,CEPP006845,CEPP006845,FALSE,CEPP006845
63.550.01,Baccharis sergiloides,Association,CEGL002953,CEGL002953,FALSE,CEGL002953
61.201.10,Salix lasiolepis / Rosa woodsii / Mixed Herbs,Association,CEGL001217,CEGL001217,FALSE,CEGL001217
63.430.02,Vitis girdiana,Association,CEPP006842,CEPP006842,FALSE,CEPP006842
36.400.03,Sarcobatus vermiculatus / Leymus cinereus,Association,CEGL001366,CEGL001366,FALSE,CEGL001366
33.010.20,Larrea tridentata (sparse post-burn / herbaceous),Association,CEPP006724,CEPP006724,FALSE,CEPP006724
33.315.01,Keckiella antirrhinoides – Prunus fasciculata,Association,CEPP006717,CEPP006717,FALSE,CEPP006717
33.315.02,Prunus eremophila,Association,CEPP006740,CEPP006740,FALSE,CEPP006740
33.265.02,Peucephyllum schottii,Association,,CEPP009525,FALSE,CEPP009525
42.012.01,Malcolmia africana,Semi-natural Association,CEPP006727,CEPP006727,FALSE,CEPP006727
36.310.04,Atriplex canescens Desert Wash,Association,CEGL003470,CEGL003470,FALSE,CEGL003470
36.330.08,Atriplex hymenelytra Sparse,Association,CEPP005798,CEPP005798,FALSE,CEPP005798
36.320.13,Atriplex confertifolia – Lepidium fremontii,Association,CEPP005796,CEPP005796,FALSE,CEPP005796
36.320.14,Atriplex confertifolia – Picrothamnus desertorum,Association,CEGL001295,CEGL001295,FALSE,CEGL001295
41.100.01,Sphaeralcea ambigua,Association,CEPP009532,CEPP009532,FALSE,CEPP009532
33.285.03,Ephedra viridis – Purshia glandulosa,Association,CEPP006702,CEPP006702,FALSE,CEPP006702
41.610.04,Pleuraphis jamesii,Association,CEGL001777,CEGL001777,FALSE,CEGL001777
41.610.05,Scleropogon brevifolius – Pleuraphis jamesii – Bouteloua eriopoda,Association,CEGL006755,CEGL006755,FALSE,CEGL006755
35.350.01,Chrysothamnus viscidiflorus,Association,CEGL002530,CEGL002530,FALSE,CEGL002530
35.310.04,Lepidospartum latisquamum,Association,CEPP006725,CEPP006725,FALSE,CEPP006725
33.020.14,Coleogyne ramosissima / Pleuraphis jamesii,Association,CEGL001334,CEGL001334,FALSE,CEGL001334
33.020.15,Coleogyne ramosissima – Ericameria teretifolia,Association,CEPP005999,CEPP005999,FALSE,CEPP005999
33.275.01,Ephedra funerea,Association,CEGL005750,CEGL005750,FALSE,CEGL005750
32.046.02,(Buddleja utahensis – Eriogonum heermannii) – Gutierrezia spp. limestone,Association,CEPP005784,CEPP005784,FALSE,CEPP005784
32.046.03,Eriogonum heermannii,Association,CEPP006707,CEPP006707,FALSE,CEPP006707
32.046.04,"Eriogonum wrightii (ssp. subscaposum, ssp. wrightii)",Association,CEPP006708,CEPP006708,FALSE,CEPP006708
33.240.02,Coleogyne ramosissima – Purshia stansburiana,Association,CEGL002720,CEGL002720,FALSE,CEGL002720
33.240.03,Purshia stansburiana – Agave utahensis,Association,CEPP006748,CEPP006748,FALSE,CEPP006748
33.240.04,Purshia stansburiana – Artemisia tridentata,Association,CEPP006749,CEPP006749,FALSE,CEPP006749
41.610.06,Bouteloua eriopoda – Pleuraphis jamesii,Association,CEGL001751,CEGL001751,FALSE,CEGL001751
61.514.02,Prosopis glandulosa / (Atriplex spp. – Suaeda moquinii),Association,CEGL006861,CEGL006861,FALSE,CEGL006861
33.140.51,Larrea tridentata – Ambrosia dumosa – (Echinocactus polycephalus – Opuntia basilaris),Association,CEPP006718,CEPP006718,FALSE,CEPP006718
33.140.52,Larrea tridentata – Ambrosia dumosa – (Ephedra nevadensis – Lycium andersonii),Association,CEGL005755,CEGL005755,FALSE,CEGL005755
33.140.53,"Larrea tridentata – Ambrosia dumosa – Cylindropuntia (acanthocarpa, ramosissima)",Association,CEPP006719,CEPP006719,FALSE,CEPP006719
33.140.54,Larrea tridentata – Ambrosia dumosa – Ambrosia salsola,Association,CEGL005761,CEGL005761,FALSE,CEGL005761
33.140.55,"Larrea tridentata – Ambrosia dumosa – Krameria (erecta, grayi)",Association,CEGL005137,CEGL005137,FALSE,CEGL005137
33.140.56,"Larrea tridentata – Ambrosia dumosa – Psorothamnus (arborescens, fremontii)",Association,CEPP006720,CEPP006720,FALSE,CEPP006720
33.045.01,Senegalia greggii – (Ambrosia eriocentra – Salvia dorrii),Association,CEGL005737,CEGL005737,FALSE,CEGL005737
61.130.29,"Populus fremontii / Baccharis (emoryi, salicina)",Association,CEGL002946,CEGL002946,FALSE,CEGL002946
61.130.30,Populus fremontii / Baccharis sergiloides,Association,CEPP006735,CEPP006735,FALSE,CEPP006735
61.430.01,Acer glabrum drainage bottom,Association,CEGL001062,CEGL001062,FALSE,CEGL001062
33.305.01,Amphipappus fremontii (limestone),Association,CEPP005791,CEPP005791,FALSE,CEPP005791
33.305.02,Salvia funerea,Association,CEPP006754,CEPP006754,FALSE,CEPP006754
36.370.04,Atriplex torreyi,Association,CEPP005799,,FALSE,CEPP005799
33.270.05,Ephedra trifurca,Association,CEPP006856,CEPP006856,FALSE,CEPP006856
45.260.03,Eleocharis rostellata,Association,CEGL003428,CEGL003428,FALSE,CEGL003428
22.105.02,Oenothera deltoides – Cryptantha spp.,Association,CEPP006728,CEPP006728,FALSE,CEPP006728
22.105.03,Petalonyx thurberi,Association,CEPP006731,CEPP006731,FALSE,CEPP006731
22.105.04,Swallenia alexandrae,Association,CEGL005468,CEGL005468,FALSE,CEGL005468
33.325.01,Fallugia paradoxa Desert Wash,Association,CEGL005298,CEGL005298,FALSE,CEGL005298
42.024.05,Bromus rubens – Erodium cicutarium – Chaenactis spp.,Semi-natural Association,CEPP005876,CEPP005876,FALSE,CEPP005876
35.110.17,Artemisia tridentata / Pleuraphis jamesii,Association,CEGL001005,CEGL001015,FALSE,CEGL001005
35.200.06,Purshia glandulosa,Association,CEPP006747,CEPP006747,FALSE,CEPP006747
32.043.01,Gutierrezia sarothrae / Pleuraphis rigida – Sphaeralcea ambigua,Association,CEGL001543,CEGL001543,FALSE,CEGL001543
33.032.06,Eriogonum fasciculatum rock outcrop,Association,CEGL001260,CEGL001260,FALSE,CEGL001260
33.032.07,"Eriogonum fasciculatum – Ericameria (laricifolia, linearifolia)",Association,CEPP006705,CEPP006705,FALSE,CEPP006705
33.055.01,Cylindropuntia acanthocarpa var. coloradensis,Association,CEPP006729,CEPP006729,FALSE,CEPP006729
33.055.02,Pleuraphis rigida / (Acamptopappus sphaerocephalus – Ericameria cooperi),Association,CEPP006733,CEPP006733,FALSE,CEPP006733
32.043.02,"Gutierrezia (microcephala, sarothrae)",Association,CEPP009523,CEPP009523,FALSE,CEPP009523
35.355.01,Ericameria cuneata ssp. spathulata,Association,,CEPP006704,FALSE,CEPP006704
42.110.05,Amsinckia tessellata – Erodium cicutarium,Association,CEPP005792,CEPP005792,FALSE,CEPP005792
33.200.12,Ambrosia eriocentra – Brickellia spp.,Association,CEPP005790,CEPP005790,FALSE,CEPP005790
33.185.01,Lycium cooperi,Association,CEPP006726,CEPP006726,FALSE,CEPP006726
52.060.01,Muhlenbergia asperifolia,Association,CEGL001779,CEGL001779,FALSE,CEGL001779
52.070.01,Equisetum hyemale,Association,,CEGL002760,FALSE,CEGL002760
37.802.01,Rhus trilobata,Association,,CEGL001121,FALSE,CEGL001121
61.430.02,Acer glabrum Avalanche Chute,Association,CEGL001061,CEGL001061,FALSE,CEGL001061
79.100.02,"Eucalyptus (globulus, camaldulensis)",Semi-natural Association,CEGL003049,CEGL003049,FALSE,CEGL003049
45.187.01,Carex amplifolia,Association,CEGL003427,CEGL003427,FALSE,CEGL003427
42.205.05,Euthamia occidentalis,Association,CEGL003328,CEGL003328,FALSE,CEGL003328
37.416.05,Quercus dumosa,Association,CEGL003126,CEGL003126,FALSE,CEGL003126
33.150.01,Parkinsonia microphylla – Larrea tridentata,Association,CEGL001375,CEGL001375,FALSE,CEGL001375
32.030.04,Salvia apiana,Association,CEGL003103,CEGL003103,FALSE,CEGL003103
71.060.56,"Quercus agrifolia / Ceanothus (oliganthus, spinosus)",Association,CEGL002862,CEGL002862,FALSE,CEGL002862
37.803.09,Rhus integrifolia – Malosma laurina,Association,,CEGL003062,FALSE,CEGL003062
35.200.07,Purshia tridentata,Association,CEGL003124,CEGL003124,FALSE,CEGL003124
35.200.08,Purshia tridentata – Artemisia tridentata – (Tetradymia canescens / Eriogonum umbellatum),Association,CECA000013,,FALSE,CECA000013
41.120.03,Achnatherum hymenoides Shrub,Association,CEGL003300,CEGL003300,FALSE,CEGL003300
35.110.18,Artemisia tridentata – (Ericameria nauseosa) / Bromus tectorum,Association,CEGL002699,CEGL002699,FALSE,CEGL002699
63.610.02,Betula occidentalis / Mesic graminoids,Association,CEGL002654,CEGL002654,FALSE,CEGL002654
42.015.01,Salsola spp.,Semi-natural Association,CEGL004004,CEGL004004,FALSE,CEGL004004
76.300.02,Cercocarpus intricatus – Glossopetalon spinescens,Association,CEGL005426,CEGL005426,FALSE,CEGL005426
61.130.31,Populus fremontii – Fraxinus velutina,Association,CEGL000942,CEGL000942,FALSE,CEGL000942
37.970.01,Prunus emarginata Sierran,Association,CEGL005822,CEGL005822,FALSE,CEGL005822
52.060.02,Puccinellia nuttalliana,Association,CEGL001799,CEGL001799,FALSE,CEGL001799
52.060.03,Sporobolus airoides – Distichlis spicata,Association,CEGL001687,CEGL001687,FALSE,CEGL001687
36.400.04,Sarcobatus vermiculatus / Distichlis spicata,Association,CEGL001363,CEGL001363,FALSE,CEGL001363
36.400.05,Sarcobatus vermiculatus / Sporobolus airoides,Association,CEGL001368,CEGL001368,FALSE,CEGL001368
63.320.01,Rosa woodsii,Association,CEGL001126,CEGL001126,FALSE,CEGL001126
41.200.23,Distichlis spicata – (Scirpus nevadensis),Association,CEGL001773,CEGL001773,FALSE,CEGL001773
33.185.02,Ephedra nevadensis / (Elymus elymoides),Association,CEGL001255,CEGL001255,FALSE,CEGL001255
33.185.03,Grayia spinosa – Lycium pallidum,Association,CEGL001348,CEGL001348,FALSE,CEGL001348
35.310.06,Ericameria nauseosa / Bromus tectorum,Association,CEGL002937,CEGL002937,FALSE,CEGL002937
36.400.06,Sarcobatus vermiculatus Disturbed,Association,CEGL001357,CEGL001357,FALSE,CEGL001357
36.400.07,Sarcobatus vermiculatus – Suaeda moquinii,Association,CEGL001370,CEGL001370,FALSE,CEGL001370
37.212.05,Fremontodendron californicum,Association,CEGL003026,CEGL003026,FALSE,CEGL003026
88.500.68,Abies concolor – Pinus ponderosa / Amelanchier alnifolia,Association,CEGL000014,CEGL000014,FALSE,CEGL000014
76.300.04,Amelanchier utahensis,Association,CEGL001067,CEGL001067,FALSE,CEGL001067
35.120.13,Artemisia arbuscula / Bromus spp. –  Elymus caput-medusae,Association,CEGL005472,CEGL005472,FALSE,CEGL005472
35.120.14,Artemisia arbuscula / Poa secunda,Association,CEGL001411,CEGL001411,FALSE,CEGL001411
35.111.06,Artemisia tridentata ssp. vaseyana – Symphoricarpos oreophilus / Bromus carinatus,Association,CEGL001035,CEGL001035,FALSE,CEGL001035
35.111.07,Artemisia tridentata ssp. vaseyana / Festuca idahoensis,Association,CEGL001533,CEGL001533,FALSE,CEGL001533
76.300.05,Cercocarpus montanus / Pseudoroegneria spicata,Association,CEGL001090,CEGL001090,FALSE,CEGL001090
89.400.05,Juniperus occidentalis / (Poa secunda – Festuca idahoensis – Pseudoroegneria spicata),Association,CEGL001728,CEGL001728,FALSE,CEGL001728
89.400.06,Juniperus occidentalis / Artemisia tridentata – Purshia tridentata,Association,CEGL001722,CEGL001722,FALSE,CEGL001722
37.905.02,Prunus virginiana – Symphoricarpos rotundifolius,Association,CEGL005444,CEGL005444,FALSE,CEGL005444
35.111.08,Symphoricarpos oreophilus,Association,CEGL002951,CEGL002951,FALSE,CEGL002951
32.037.01,Eriogonum sphaerocephalum / Poa secunda,Association,CEGL001448,CEGL001448,FALSE,CEGL001448
35.150.08,"Artemisia cana (ssp. bolanderi, ssp. viscidula) / Poa secunda",Association,CEGL001548,CEGL001548,FALSE,CEGL001548
37.303.04,Arctostaphylos patula – Ceanothus velutinus – Ceanothus prostratus,Association,CEGL000957,CEGL000957,FALSE,CEGL000957
35.130.04,Artemisia nova / Poa secunda,Association,,CEGL001423,FALSE,CEGL001423
35.110.19,Artemisia tridentata / Distichlis spicata,Association,,CEGL001000,FALSE,CEGL001000
76.200.04,Cercocarpus ledifolius – Artemisia tridentata ssp. vaseyana,Association,CEGL001022,CEGL001022,FALSE,CEGL001022
36.400.08,Sarcobatus vermiculatus – Artemisia tridentata,Association,CEGL001359,CEGL001359,FALSE,CEGL001359
41.040.02,Festuca idahoensis – Pseudoroegneria spicata,Association,CEGL001624,CEGL001624,FALSE,CEGL001624
87.125.05,Pinus ponderosa / Arctostaphylos patula – Purshia tridentata,Association,CEGL000063,CEGL000063,FALSE,CEGL000063
87.125.06,Pinus ponderosa – Juniperus occidentalis / Artemisia tridentata – Purshia tridentata,Association,CEGL002688,CEGL002688,FALSE,CEGL002688
32.037.02,Eriogonum douglasii / Poa secunda,Association,,CEGL001785,FALSE,CEGL001785
32.180.03,Ulex europaeus,Semi-natural Association,CEGL003372,CEGL003372,FALSE,CEGL003372
63.910.02,Sambucus racemosa – (Rubus ursinus),Association,CEGL003130,CEGL003130,FALSE,CEGL003130
21.320.01,Artemisia pycnocephala,Association,CEGL003182,CEGL003182,FALSE,CEGL003182
41.251.01,Danthonia californica Coastal,Association,CEGL001598,CEGL001598,FALSE,CEGL001598
43.400.01,Sedum spathulifolium – Polypodium californicum / Lichen – Moss,Association,A3784,A3784,FALSE,A3784
52.010.02,Sparganium eurycarpum,Association,CEGL003323,CEGL003323,FALSE,CEGL003323
38.140.05,Festuca rubra – (Argentina egedii),Association,CEGL003424,CEGL003424,FALSE,CEGL003424
32.180.04,Cytisus scoparius,Semi-natural Association,CEGL003045,CEGL003045,FALSE,CEGL003045
38.140.06,Carex obnupta – Argentina egedii,Association,CEGL003421,CEGL001820,FALSE,CEGL003421
80.100.05,Cornus sericea Pacific,Association,CEGL005301,CEGL005301,TRUE,CEGL005301
80.100.06,"Cornus sericea – Salix (lasiolepis, exigua)",Association,,CEGL005301,FALSE,CEGL005301
61.120.12,Populus trichocarpa – Alnus rubra / Rubus spectabilis,Association,CEGL003407,CEGL003407,TRUE,CEGL003407
63.425.03,Rhododendron columbianum – Gaultheria shallon / Carex obnupta,Association,CEGL003434,CEGL003437,FALSE,CEGL003434
37.407.12,"Quercus berberidifolia – Ceanothus (oliganthus, tomentosus)",Association,,CEGL003611,FALSE,CEGL003611
41.660.04,Elymus elymoides,Association,,CEPS009576,FALSE,CEPS009576
71.030.18,Quercus garryana / Ceanothus cuneatus / Festuca idahoensis,Association,CEGL000930,CEGL000930,FALSE,CEGL000930
41.221.02,Deschampsia cespitosa / Rosa nutkana,Association,CEGL003344,CEGL003344,FALSE,CEGL003344
32.037.03,Eriogonum strictum / Poa secunda,Association,,CEGL001788,FALSE,CEGL001788
42.030.01,Agropyron cristatum,Association,,A3254,FALSE,A3254
52.710.01,Zostera marina,Association,,CEGL005626,FALSE,CEGL005626
61.120.13,Populus trichocarpa / Cornus sericea / Carex obnupta,Association,,CEGL002844,FALSE,CEGL002844
74.100.22,Umbellularia californica – Quercus agrifolia / Toxicodendron diversilobum,Association,,CEGL003175,FALSE,CEGL003175
42.640.04,"Allium falcifolium – Eriogonum luteolum – Streptanthus (batrachopus, morrisonii)",Association,,A3783,FALSE,A3783
35.120.15,Artemisia arbuscula (ssp. longiloba) / Stenotus acaulis,Association,,CEGL005996,FALSE,CEGL005996
35.111.09,Artemisia tridentata ssp. spiciformis,Association,,CEGL002993,FALSE,CEGL002993
41.205.01,Deschampsia cespitosa – (Distichlis spicata),Association,,CEGL003357,FALSE,CEGL003357
45.192.02,Carex utriculata Fen,Association,,CEGL008374,FALSE,CEGL008374
41.281.02,Carex praegracilis Montane,Association,,CEGL002660,FALSE,CEGL002660
52.215.24,Triglochin maritima,Association,,CEGL003381,FALSE,CEGL003381
41.251.05,Festuca idahoensis – (Danthonia californica – Koeleria macrantha),Association,,CEGL003349,FALSE,CEGL003349
42.030.02,Bromus inermis – (Pascopyrum smithii),Association,,CEGL005264,FALSE,CEGL005264
52.111.08,Schoenoplectus pungens,Association,,CEGL001587,FALSE,CEGL001587
45.240.03,Eleocharis acicularis Montane,Association,,CEGL001832,FALSE,CEGL001832
45.240.04,Carex vesicaria Meadow,Association,,CEGL002661,FALSE,CEGL002661
45.240.05,Carex utriculata Meadow,Association,,CEGL001562,FALSE,CEGL001562
61.218.04,Salix drummondiana / Mesic forb,Association,,CEGL001192,FALSE,CEGL001192
61.203.03,Salix hookeriana – Morella californica,Association,,CEGL001138,FALSE,CEGL001138
87.060.03,Picea sitchensis / Vaccinium ovatum,Association,,CEGL007306,FALSE,CEGL007306
87.060.04,Picea sitchensis / Gaultheria shallon,Association,,CEGL005524,FALSE,CEGL005524
41.190.05,Calamagrostis nutkaensis / Baccharis pilularis – Gaultheria shallon,Association,,CEGL003377,FALSE,CEGL003377
21.120.01,Festuca rubra – (Polygonum paronychia) Dune,Association,,CEGL001774,FALSE,CEGL001774
88.800.00,Abies amabilis,Alliance,A3726,A3387,FALSE,A3726
88.300.00,Abies bracteata,Alliance,A0147,A0147,FALSE,A0147
88.500.00,Abies concolor,Alliance,A3674,A3674,FALSE,A3674
88.510.00,Abies concolor – Pinus lambertiana,Alliance,A3672,A3672,FALSE,A3672
88.530.00,Abies concolor – Pseudotsuga menziesii,Alliance,A3674,A3674,FALSE,A3674
88.400.00,Abies lasiocarpa,Alliance,A3729,A3614,FALSE,A3729
88.200.00,Abies magnifica,Alliance,A3678,A3619,FALSE,A3678
88.200.00,Abies magnifica,Alliance,A3619,A3619,FALSE,A3619
61.440.00,Acer negundo,Alliance,A3796,A4154,FALSE,A3796
75.100.00,Aesculus californica,Alliance,A4125,A4125,FALSE,A4125
61.420.00,Alnus rhombifolia,Alliance,A3777,A3777,FALSE,A3777
61.420.00,Alnus rhombifolia,Alliance,A0306,A3777,FALSE,A0306
73.200.00,Arbutus menziesii,Alliance,A3357,A3357,FALSE,A3357
81.601.00,Hesperocyparis bakeri,Alliance,ACA0042,A3355,FALSE,ACA0042
81.200.00,Callitropsis nootkatensis,Alliance,A3728,A3727,FALSE,A3728
81.200.00,Callitropsis nootkatensis,Alliance,A3727,A3727,FALSE,A3727
85.100.00,Calocedrus decurrens,Alliance,A3673,A3673,FALSE,A3673
81.100.00,Chamaecyparis lawsoniana,Alliance,A3606,A0104,FALSE,A3606
81.100.00,Chamaecyparis lawsoniana,Alliance,A0104,A0104,FALSE,A0104
79.100.00,Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,Semi-Natural Alliance,A0084,A0084,FALSE,A0084
61.960.00,Fraxinus latifolia,Alliance,A3743,A4428,FALSE,A3743
72.100.00,Juglans californica,Alliance,A3750,A2275,FALSE,A3750
61.810.00,Juglans hindsii and Hybrids,Special Stands and Semi-Natural Alliance,A3750,A3750,FALSE,A3750
61.810.00,Juglans hindsii and Hybrids,Special Stands and Semi-Natural Alliance,A0618,A3750,FALSE,A0618
89.100.00,Juniperus californica,Alliance,A0502,A0502,FALSE,A0502
89.200.00,Juniperus grandis,Alliance,A2154,A3622,FALSE,A2154
89.400.00,Juniperus occidentalis,Alliance,A3500,A3500,FALSE,A3500
89.300.00,Juniperus osteosperma,Alliance,A4370,A4370,FALSE,A4370
73.100.00,Notholithocarpus densiflorus,Alliance,A3357,A3357,FALSE,A3357
61.545.00,Parkinsonia florida – Olneya tesota,Alliance,A0588,A0588,FALSE,A0588
83.300.00,Picea breweriana,Alliance,A0156,A0156,FALSE,A0156
83.100.00,Picea engelmannii,Alliance,A3757,A3614,FALSE,A3757
83.100.00,Picea engelmannii,Alliance,A3614,A3614,FALSE,A3614
83.200.00,Picea sitchensis,Alliance,A3608,,FALSE,A3608
83.200.00,Picea sitchensis,Alliance,A3607,,FALSE,A3607
83.200.00,Picea sitchensis,Alliance,A3604,,FALSE,A3604
87.180.00,Pinus albicaulis,Alliance,A3622,A3622,FALSE,A3622
87.100.00,Pinus attenuata,Alliance,A3356,A3356,FALSE,A3356
87.150.00,Pinus balfouriana,Alliance,A0509,A0509,FALSE,A0509
87.060.00,Pinus contorta ssp. contorta,Alliance,A3717,A3717,FALSE,A3717
87.080.00,Pinus contorta ssp. murrayana,Alliance,A3758,A3621,FALSE,A3758
87.080.00,Pinus contorta ssp. murrayana,Alliance,A3621,A3621,FALSE,A3621
87.090.00,Pinus coulteri,Alliance,A3356,A3356,FALSE,A3356
87.050.00,Pinus edulis,Alliance,A3573,A3573,FALSE,A3573
87.020.00,Pinus jeffreyi,Alliance,A3676,A3676,FALSE,A3676
87.206.00,Pinus lambertiana,Alliance,A3673,A3672,FALSE,A3673
87.206.00,Pinus lambertiana,Alliance,A3672,A3672,FALSE,A3672
87.040.00,Pinus monophylla – (Juniperus osteosperma),Alliance,A2108,A2108,FALSE,A2108
87.170.00,Pinus monticola,Alliance,A3620,A3620,FALSE,A3620
87.170.00,Pinus monticola,Alliance,A3622,A3620,FALSE,A3622
87.010.00,Pinus ponderosa,Alliance,A3673,A3673,FALSE,A3673
87.030.00,Pinus quadrifolia,Alliance,A3353,A3353,FALSE,A3353
87.130.00,Pinus sabiniana,Alliance,A3356,A2280,FALSE,A3356
87.190.00,Pinus torreyana,Alliance,A4221,A4221,FALSE,A4221
61.310.00,Platanus racemosa – Quercus agrifolia,Alliance,A3750,A3750,FALSE,A3750
61.130.00,Populus fremontii – Fraxinus velutina – Salix gooddingii,Alliance,A0644,A3803,FALSE,A0644
61.130.00,Populus fremontii – Fraxinus velutina – Salix gooddingii,Alliance,A3803,A3803,FALSE,A3803
61.111.00,Populus tremuloides,Alliance,A3760,A2036,FALSE,A3760
61.111.00,Populus tremuloides,Alliance,A2036,A2036,FALSE,A2036
61.120.00,Populus trichocarpa,Alliance,A3743,A4428,FALSE,A3743
82.100.00,Pseudotsuga macrocarpa,Alliance,A3675,A3675,FALSE,A3675
71.060.00,Quercus agrifolia,Alliance,A3346,A3346,FALSE,A3346
71.050.00,Quercus chrysolepis (tree),Alliance,A3349,A3349,FALSE,A3349
71.020.00,Quercus douglasii,Alliance,A3348,A3348,FALSE,A3348
71.070.00,Quercus engelmannii,Alliance,A3351,A3351,FALSE,A3351
71.030.00,Quercus garryana (tree),Alliance,A3327,A3328,FALSE,A3327
71.030.00,Quercus garryana (tree),Alliance,A3328,A3328,FALSE,A3328
71.010.00,Quercus kelloggii,Alliance,A3349,A3349,FALSE,A3349
71.100.00,"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",Alliance,A0371,A0371,FALSE,A0371
71.080.00,Quercus wislizeni – Quercus parvula (tree),Alliance,A3348,A3348,FALSE,A3348
61.204.00,Salix lucida ssp. lasiandra,Alliance,A3748,A3748,FALSE,A3748
79.200.00,"Schinus (molle, terebinthifolius) – Myoporum laetum",Semi-Natural Alliance,A3329,A3329,FALSE,A3329
86.100.00,Sequoia sempervirens,Alliance,A3403,A3403,FALSE,A3403
86.200.00,Sequoiadendron giganteum,Alliance,A4150,A4150,FALSE,A4150
84.200.00,Tsuga heterophylla,Alliance,A3378,,FALSE,A3378
84.200.00,Tsuga heterophylla,Alliance,A3379,,FALSE,A3379
84.200.00,Tsuga heterophylla,Alliance,A3377,,FALSE,A3377
84.100.00,Tsuga mertensiana,Alliance,A3620,A3620,FALSE,A3620
84.100.00,Tsuga mertensiana,Alliance,A3617,A3620,FALSE,A3617
74.100.00,Umbellularia californica,Alliance,A3346,A3346,FALSE,A3346
74.100.00,Umbellularia californica,Alliance,A0106,A3346,FALSE,A0106
74.100.00,Umbellularia californica,Alliance,A3750,A3346,FALSE,A3750
61.520.00,Washingtonia filifera,Alliance,A0485,A0485,FALSE,A0485
33.170.00,Yucca brevifolia,Alliance,A3148,A3148,FALSE,A3148
61.430.00,Acer glabrum,Alliance,A3968,A3968,FALSE,A3968
37.101.00,Adenostoma fasciculatum,Alliance,A3868,A3868,FALSE,A3868
37.109.00,Xylococcus bicolor,Alliance,ACA0021,,FALSE,ACA0021
37.501.00,Adenostoma sparsifolium,Alliance,A3793,,FALSE,A3793
33.075.00,Agave deserti,Alliance,ACA0020,,FALSE,ACA0020
36.120.00,Allenrolfea occidentalis,Alliance,A0866,A0866,FALSE,A0866
63.210.00,Alnus incana,Alliance,A3771,A3771,FALSE,A3771
63.220.00,Alnus viridis,Alliance,A3771,,FALSE,A3771
33.060.00,Ambrosia dumosa,Alliance,A3279,A3279,FALSE,A3279
33.200.00,Ambrosia salsola – Bebbia juncea,Alliance,A4188,A4188,FALSE,A4188
37.308.00,"Arctostaphylos (crustacea, tomentosa)",Alliance,A3858,A3858,FALSE,A3858
37.302.00,Arctostaphylos glandulosa,Alliance,A3860,A3860,FALSE,A3860
37.301.00,Arctostaphylos glauca,Alliance,A3866,A3866,FALSE,A3866
37.312.00,Arctostaphylos hooveri,Alliance,A3860,A3859,FALSE,A3860
37.315.00,Arctostaphylos morroensis,Alliance,A3858,A3858,FALSE,A3858
37.303.00,Arctostaphylos patula – Arctostaphylos nevadensis,Alliance,A0788,A0788,FALSE,A0788
37.310.00,Arctostaphylos pungens – Arctostaphylos pringlei,Alliance,A3790,A3790,FALSE,A3790
